Seed no.,Date,Type of Soil,Sunlight,Frequency of water,Nitrogren,Phosphorus,Potassium,Height (mm),Number of leaves
Seed 62,7-Apr,Loam Soil,0.5,1,2.4,1.7,2.7,29,4
Seed 63,7-Apr,Loam Soil,0.5,1,2,1.5,3,35,3
Seed 64,7-Apr,Loam Soil,0.5,1,2.7,1.8,3.4,51,4
Seed 65,7-Apr,Loam Soil,0.5,1,2.5,1.4,2.8,56,4
Seed 66,7-Apr,Organic Soil,0.25,1,2.2,1.9,3.1,27,3
Seed 67,7-Apr,Organic Soil,0.25,1,2.8,1.6,3.5,0,0
Seed 68,7-Apr,Organic Soil,0.25,1,2.3,1.6,2.9,25,2
Seed 69,7-Apr,Organic Soil,0.25,1,2.1,1.7,3.3,21,2
Seed 70,7-Apr,Organic Soil,0.25,1,2.6,1.9,2.7,0,0
Seed 71,7-Apr,Organic Soil,0.25,1,2.4,1.3,3,22,2
Seed 72,7-Apr,Organic Soil,0.25,1,2,1.8,3.4,0,0
Seed 73,7-Apr,Organic Soil,0.25,1,2.7,1.6,2.8,0,0
Seed 74,7-Apr,Organic Soil,0.25,1,2.5,1.4,3.1,23,2
Seed 75,7-Apr,Organic Soil,0.25,1,2.2,1.9,3.5,0,0
Seed 76,7-Apr,Organic Soil,0.25,1,2.8,1.5,2.9,0,0
Seed 77,7-Apr,Organic Soil,0.25,1,2.3,1.7,3.3,30,2
Seed 78,7-Apr,Organic Soil,0.25,1,2.1,1.6,2.7,0,0
Seed 79,7-Apr,Organic Soil,0.25,1,2.6,1.3,3,23,2
Seed 80,7-Apr,Organic Soil,0.25,1,2.4,1.8,3.4,0,0
Seed 81,7-Apr,Organic Soil,0.25,1,2,1.5,2.8,0,0
Seed 82,7-Apr,Organic Soil,0.25,1,2.7,1.9,3.1,25,2
Seed 83,7-Apr,Organic Soil,0.25,1,2.5,1.4,3.5,0,0
Seed 84,7-Apr,Organic Soil,0.25,1,2.2,1.6,2.9,18,2
Seed 85,7-Apr,Organic Soil,0.25,1,2.3,1.5,2.7,0,0
Seed 86,7-Apr,Organic Soil,0.25,1,2.1,1.7,3,15,2
Seed 87,7-Apr,Organic Soil,0.25,1,2.6,1.4,3.4,0,0
Seed 88,7-Apr,Organic Soil,0.25,1,2.4,1.8,2.8,26,2
Seed 89,7-Apr,Organic Soil,0.25,1,2,1.5,3.1,0,0
Seed 90,7-Apr,Organic Soil,0.25,1,2.7,1.9,3.5,0,0
Seed 91,7-Apr,Organic Soil,0.25,1,2.5,1.6,2.9,0,0
Seed 92,7-Apr,Organic Soil,0.25,1,2.2,1.4,3.3,21,2
Seed 93,7-Apr,Organic Soil,0.25,1,2.8,1.7,2.7,0,0
Seed 94,7-Apr,Organic Soil,0.25,1,2.3,1.5,3,26,2
Seed 95,7-Apr,Organic Soil,0.25,1,2.1,1.9,3.4,0,0
Seed 96,7-Apr,Organic Soil,0.25,1,2.6,1.4,2.8,0,0
Seed 97,7-Apr,Organic Soil,0.25,1,2.4,1.7,3.1,0,0
Seed 98,7-Apr,Organic Soil,0.25,1,2,1.5,3.5,0,0
Seed 99,7-Apr,Organic Soil,0.25,1,2.7,1.8,2.9,31,2
Seed 100,7-Apr,Organic Soil,0.25,1,2.5,1.6,3.3,0,0
Seed 101,7-Apr,Organic Soil,0.25,1,2.2,1.9,2.7,28,2
Seed 102,7-Apr,Organic Soil,0.25,1,2.8,1.3,3,0,0
Seed 103,7-Apr,Organic Soil,0.25,1,2.3,1.7,3.4,0,0
Seed 104,7-Apr,Organic Soil,0.25,1,2.1,1.6,2.8,27,2
Seed 105,7-Apr,Organic Soil,0.25,1,2.6,1.3,3.1,0,0
Seed 106,7-Apr,Organic Soil,0.25,1,2.4,1.8,3.5,0,0
Seed 107,7-Apr,Organic Soil,0.25,1,2,1.5,2.9,24,2
Seed 108,7-Apr,Organic Soil,0.25,1,2.7,1.9,3.3,0,0
Seed 109,7-Apr,Organic Soil,0.25,1,2.5,1.4,2.7,0,0
Seed 110,7-Apr,Organic Soil,0.25,1,2.2,1.7,3,31,2
Seed 111,7-Apr,Organic Soil,0.25,1,2.8,1.6,3.4,0,0
Seed 112,7-Apr,Organic Soil,0.25,1,2.3,1.5,2.8,0,0
Seed 113,7-Apr,Organic Soil,0.25,1,2.1,1.9,3.1,27,2
Seed 114,7-Apr,Organic Soil,0.25,1,2.6,1.4,3.5,0,0
Seed 115,7-Apr,Organic Soil,0.25,1,2.4,1.7,2.9,0,0
Seed 116,7-Apr,Organic Soil,0.25,1,2,1.8,3.3,25,2
Seed 117,7-Apr,Organic Soil,0.25,1,2.7,1.6,2.7,0,0
Seed 118,7-Apr,Organic Soil,0.25,1,2.5,1.4,3,0,0
Seed 119,7-Apr,Organic Soil,0.25,1,2.2,1.9,3.4,25,2
Seed 120,7-Apr,Organic Soil,0.25,1,2.8,1.6,2.8,0,0
Seed 121,7-Apr,Organic Soil,0.25,1,2.3,1.7,3.1,16,2
Seed 122,7-Apr,Organic Soil,0.25,1,2.1,1.6,3.5,0,0
Seed 123,7-Apr,Organic Soil,0.25,1,2.4,1.5,2.7,0,0
Seed 124,7-Apr,Organic Soil,0.25,1,2,1.8,3.1,23,2
Seed 125,7-Apr,Organic Soil,0.25,1,2.7,1.6,3.5,0,0
Seed 126,7-Apr,Organic Soil,0.25,1,2.5,1.4,2.9,0,0
Seed 127,7-Apr,Organic Soil,0.25,1,2.2,1.7,3.3,0,0
Seed 128,7-Apr,Organic Soil,0.25,1,2.8,1.6,2.7,0,0
Seed 129,7-Apr,Organic Soil,0.25,1,2.3,1.5,3,25,2
Seed 130,7-Apr,Organic Soil,0.25,1,2.1,1.9,3.4,24,2
Seed 1,8-Apr,Loam Soil,0.5,1,2.6,1.4,2.8,39,3
Seed 2,8-Apr,Loam Soil,0.5,1,2.4,1.7,3.1,41,4
Seed 3,8-Apr,Loam Soil,0.5,1,2,1.8,3.5,40,4
Seed 4,8-Apr,Loam Soil,0.5,1,2.7,1.6,2.9,36,3
Seed 5,8-Apr,Loam Soil,0.5,1,2.5,1.4,3.3,49,4
Seed 6,8-Apr,Loam Soil,0.5,1,2.2,1.9,2.7,46,3
Seed 7,8-Apr,Loam Soil,0.5,1,2.8,1.5,3,35,3
Seed 8,8-Apr,Loam Soil,0.5,1,2.3,1.7,3.4,34,4
Seed 9,8-Apr,Loam Soil,0.5,1,2.1,1.6,2.8,41,2
Seed 10,8-Apr,Loam Soil,0.5,1,2.6,1.3,3.1,40,3
Seed 11,8-Apr,Loam Soil,0.5,1,2.4,1.8,3.5,36,3
Seed 12,8-Apr,Loam Soil,0.5,1,2,1.5,2.9,31,3
Seed 13,8-Apr,Loam Soil,0.5,1,2.7,1.9,3.3,35,3
Seed 14,8-Apr,Loam Soil,0.5,1,2.5,1.4,2.7,38,3
Seed 15,8-Apr,Loam Soil,0.5,1,2.2,1.7,3,51,4
Seed 16,8-Apr,Loam Soil,0.5,1,2.8,1.6,3.4,53,4
Seed 17,8-Apr,Loam Soil,0.5,1,2.3,1.5,2.8,40,4
Seed 18,8-Apr,Loam Soil,0.5,1,2.1,1.9,3.1,40,3
Seed 19,8-Apr,Loam Soil,0.5,1,2.6,1.4,3.5,31,4
Seed 20,8-Apr,Loam Soil,0.5,1,2.4,1.7,2.9,36,4
Seed 21,8-Apr,Loam Soil,0.5,1,2,1.8,3.3,35,4
Seed 22,8-Apr,Loam Soil,0.5,1,2.7,1.6,2.7,34,4
Seed 23,8-Apr,Loam Soil,0.5,1,2.5,1.4,3,39,3
Seed 24,8-Apr,Loam Soil,0.5,1,2.2,1.9,3.4,43,3
Seed 25,8-Apr,Loam Soil,0.5,1,2.8,1.5,2.8,51,3
Seed 26,8-Apr,Loam Soil,0.5,1,2.3,1.7,3.1,53,3
Seed 27,8-Apr,Loam Soil,0.5,1,2.1,1.6,3.5,40,3
Seed 28,8-Apr,Loam Soil,0.5,1,2.6,1.3,2.9,35,4
Seed 29,8-Apr,Loam Soil,0.5,1,2.4,1.5,2.7,31,3
Seed 30,8-Apr,Loam Soil,0.5,1,2,1.8,3.1,35,2
Seed 31,8-Apr,Loam Soil,0.5,1,2.2,1.7,2.9,55,5
Seed 32,8-Apr,Loam Soil,0.5,1,2.6,1.4,3.5,0,0
Seed 33,8-Apr,Loam Soil,0.5,1,2.3,1.8,3.2,27,3
Seed 34,8-Apr,Loam Soil,0.5,1,2,1.5,3.1,36,4
Seed 35,8-Apr,Loam Soil,0.5,1,2.7,1.9,2.8,50,3
Seed 36,8-Apr,Loam Soil,0.5,1,2.4,1.6,3.4,51,3
Seed 37,8-Apr,Loam Soil,0.5,1,2.1,1.7,3,44,3
Seed 38,8-Apr,Loam Soil,0.5,1,2.8,1.4,3.3,43,3
Seed 39,8-Apr,Loam Soil,0.5,1,2.5,1.8,2.7,40,4
Seed 40,8-Apr,Loam Soil,0.5,1,2.2,1.6,3.5,45,3
Seed 41,8-Apr,Loam Soil,0.5,1,2.6,1.9,3.2,41,3
Seed 42,8-Apr,Loam Soil,0.5,1,2.3,1.5,3.1,45,4
Seed 43,8-Apr,Loam Soil,0.5,1,2,1.7,2.8,34,4
Seed 44,8-Apr,Loam Soil,0.5,1,2.7,1.4,3.4,37,4
Seed 45,8-Apr,Loam Soil,0.5,1,2.4,1.8,3,43,4
Seed 46,8-Apr,Loam Soil,0.5,1,2.1,1.6,3.3,54,3
Seed 47,8-Apr,Loam Soil,0.5,1,2.8,1.5,2.7,51,2
Seed 48,8-Apr,Loam Soil,0.5,1,2.5,1.9,3.5,35,4
Seed 49,8-Apr,Loam Soil,0.5,1,2.2,1.7,3.2,40,4
Seed 50,8-Apr,Loam Soil,0.5,1,2.6,1.4,3.1,45,3
Seed 51,8-Apr,Loam Soil,0.5,1,2.3,1.8,2.8,45,4
Seed 52,8-Apr,Loam Soil,0.5,1,2,1.5,3.4,40,4
Seed 53,8-Apr,Loam Soil,0.5,1,2.7,1.9,3,38,2
Seed 54,8-Apr,Loam Soil,0.5,1,2.4,1.6,3.3,40,4
Seed 55,8-Apr,Loam Soil,0.5,1,2.1,1.7,2.9,60,3
Seed 56,8-Apr,Loam Soil,0.5,1,2.8,1.4,3.5,55,3
Seed 57,8-Apr,Loam Soil,0.5,1,2.5,1.8,3.2,40,2
Seed 58,8-Apr,Loam Soil,0.5,1,2.2,1.6,3.1,36,3
Seed 59,8-Apr,Loam Soil,0.5,1,2.6,1.9,2.8,35,4
Seed 60,8-Apr,Loam Soil,0.5,1,2.3,1.5,3.4,40,4
Seed 61,8-Apr,Loam Soil,0.5,1,2,1.7,3,46,3
Seed 62,8-Apr,Loam Soil,0.5,1,2.7,1.4,3.3,29,4
Seed 63,8-Apr,Loam Soil,0.5,1,2.4,1.8,2.7,35,3
Seed 64,8-Apr,Loam Soil,0.5,1,2.1,1.6,3.5,51,4
Seed 65,8-Apr,Loam Soil,0.5,1,2.8,1.5,3.2,56,4
Seed 66,8-Apr,Organic Soil,0.25,1,2.5,1.9,3.1,28,3
Seed 67,8-Apr,Organic Soil,0.25,1,2.2,1.7,2.8,0,0
Seed 68,8-Apr,Organic Soil,0.25,1,2.2,1.7,2.9,27,2
Seed 69,8-Apr,Organic Soil,0.25,1,2.6,1.4,3.5,24,2
Seed 70,8-Apr,Organic Soil,0.25,1,2.3,1.8,3.2,0,0
Seed 71,8-Apr,Organic Soil,0.25,1,2,1.5,3.1,23,2
Seed 72,8-Apr,Organic Soil,0.25,1,2.7,1.9,2.8,0,0
Seed 73,8-Apr,Organic Soil,0.25,1,2.4,1.6,3.4,0,0
Seed 74,8-Apr,Organic Soil,0.25,1,2.1,1.7,3,23,2
Seed 75,8-Apr,Organic Soil,0.25,1,2.8,1.4,3.3,0,0
Seed 76,8-Apr,Organic Soil,0.25,1,2.5,1.8,2.7,0,0
Seed 77,8-Apr,Organic Soil,0.25,1,2.2,1.6,3.5,32,2
Seed 78,8-Apr,Organic Soil,0.25,1,2.6,1.9,3.2,0,0
Seed 79,8-Apr,Organic Soil,0.25,1,2.3,1.5,3.1,25,2
Seed 80,8-Apr,Organic Soil,0.25,1,2,1.7,2.8,0,0
Seed 81,8-Apr,Organic Soil,0.25,1,2.7,1.4,3.4,0,0
Seed 82,8-Apr,Organic Soil,0.25,1,2.4,1.8,3,28,2
Seed 83,8-Apr,Organic Soil,0.25,1,2.1,1.6,3.3,0,0
Seed 84,8-Apr,Organic Soil,0.25,1,2.8,1.5,2.7,20,2
Seed 85,8-Apr,Organic Soil,0.25,1,2.5,1.9,3.5,0,0
Seed 86,8-Apr,Organic Soil,0.25,1,2.2,1.7,3.2,15,2
Seed 87,8-Apr,Organic Soil,0.25,1,2.6,1.4,3.1,0,0
Seed 88,8-Apr,Organic Soil,0.25,1,2.3,1.8,2.8,28,2
Seed 89,8-Apr,Organic Soil,0.25,1,2,1.5,3.4,0,0
Seed 90,8-Apr,Organic Soil,0.25,1,2.7,1.9,3,0,0
Seed 91,8-Apr,Organic Soil,0.25,1,2.4,1.6,3.3,0,0
Seed 92,8-Apr,Organic Soil,0.25,1,2.1,1.7,2.9,23,2
Seed 93,8-Apr,Organic Soil,0.25,1,2.8,1.4,3.5,0,0
Seed 94,8-Apr,Organic Soil,0.25,1,2.5,1.8,3.2,26,2
Seed 95,8-Apr,Organic Soil,0.25,1,2.2,1.6,3.1,0,0
Seed 96,8-Apr,Organic Soil,0.25,1,2.6,1.9,2.8,0,0
Seed 97,8-Apr,Organic Soil,0.25,1,2.3,1.5,3.4,0,0
Seed 98,8-Apr,Organic Soil,0.25,1,2,1.7,3,0,0
Seed 99,8-Apr,Organic Soil,0.25,1,2.7,1.4,3.3,33,2
Seed 100,8-Apr,Organic Soil,0.25,1,2.4,1.8,2.7,0,0
Seed 101,8-Apr,Organic Soil,0.25,1,2.1,1.6,3.5,29,2
Seed 102,8-Apr,Organic Soil,0.25,1,2.8,1.5,3.2,0,0
Seed 103,8-Apr,Organic Soil,0.25,1,2.5,1.9,3.1,0,0
Seed 104,8-Apr,Organic Soil,0.25,1,2.2,1.7,2.8,30,2
Seed 105,8-Apr,Organic Soil,0.25,1,2.6,1.4,3.4,0,0
Seed 106,8-Apr,Organic Soil,0.25,1,2.8,1.5,3.2,0,0
Seed 107,8-Apr,Organic Soil,0.25,1,2.5,1.9,3.1,24,2
Seed 108,8-Apr,Organic Soil,0.25,1,2.2,1.7,2.8,0,0
Seed 109,8-Apr,Organic Soil,0.25,1,2.6,1.4,3.4,0,0
Seed 110,8-Apr,Organic Soil,0.25,1,2.3,1.8,2.7,31,2
Seed 111,8-Apr,Organic Soil,0.25,1,2,1.6,3.5,0,0
Seed 112,8-Apr,Organic Soil,0.25,1,2.7,1.5,3.3,0,0
Seed 113,8-Apr,Organic Soil,0.25,1,2.4,1.9,3.2,28,2
Seed 114,8-Apr,Organic Soil,0.25,1,2.1,1.7,2.9,0,0
Seed 115,8-Apr,Organic Soil,0.25,1,2.8,1.4,3.5,0,0
Seed 116,8-Apr,Organic Soil,0.25,1,2.5,1.8,3,25,2
Seed 117,8-Apr,Organic Soil,0.25,1,2.2,1.6,3.3,0,0
Seed 118,8-Apr,Organic Soil,0.25,1,2.6,1.5,2.8,0,0
Seed 119,8-Apr,Organic Soil,0.25,1,2.3,1.9,3.1,28,2
Seed 120,8-Apr,Organic Soil,0.25,1,2,1.7,3.4,0,0
Seed 121,8-Apr,Organic Soil,0.25,1,2.7,1.4,2.7,18,2
Seed 122,8-Apr,Organic Soil,0.25,1,2.4,1.6,3.5,0,0
Seed 123,8-Apr,Organic Soil,0.25,1,2.1,1.8,3.2,0,0
Seed 124,8-Apr,Organic Soil,0.25,1,2.8,1.5,3,23,2
Seed 125,8-Apr,Organic Soil,0.25,1,2.5,1.9,2.9,0,0
Seed 126,8-Apr,Organic Soil,0.25,1,2.2,1.7,3.3,0,0
Seed 127,8-Apr,Organic Soil,0.25,1,2.6,1.4,2.8,0,0
Seed 128,8-Apr,Organic Soil,0.25,1,2.3,1.8,3.4,0,0
Seed 129,8-Apr,Organic Soil,0.25,1,2,1.6,3.1,26,2
Seed 130,8-Apr,Organic Soil,0.25,1,2.7,1.5,3.5,24,2
Seed 1,9-Apr,Loam Soil,0.5,1,2.4,1.3,3.2,39,3
Seed 2,9-Apr,Loam Soil,0.5,1,1.9,1.2,2.8,41,4
Seed 3,9-Apr,Loam Soil,0.5,1,2.1,1.6,3.1,40,4
Seed 4,9-Apr,Loam Soil,0.5,1,1.6,1.8,2.4,36,3
Seed 5,9-Apr,Loam Soil,0.5,1,2.2,1.9,3.3,49,4
Seed 6,9-Apr,Loam Soil,0.5,1,1.5,2.3,2.6,46,3
Seed 7,9-Apr,Loam Soil,0.5,1,2.3,1.8,2.9,35,3
Seed 8,9-Apr,Loam Soil,0.5,1,2.7,1.5,3.4,34,4
Seed 9,9-Apr,Loam Soil,0.5,1,1.8,1.4,3.1,41,2
Seed 10,9-Apr,Loam Soil,0.5,1,2.6,1.7,3.2,41,3
Seed 11,9-Apr,Loam Soil,0.5,1,1.7,1.3,2.9,36,3
Seed 12,9-Apr,Loam Soil,0.5,1,2,1.9,2.3,31,3
Seed 13,9-Apr,Loam Soil,0.5,1,2.5,2.2,2.7,35,3
Seed 14,9-Apr,Loam Soil,0.5,1,1.4,1.6,3.4,38,3
Seed 15,9-Apr,Loam Soil,0.5,1,2.8,2.1,2.4,51,4
Seed 16,9-Apr,Loam Soil,0.5,1,1.2,2,2.8,53,4
Seed 17,9-Apr,Loam Soil,0.5,1,2.2,1.4,3.2,40,4
Seed 18,9-Apr,Loam Soil,0.5,1,1.5,1.7,2.5,40,3
Seed 19,9-Apr,Loam Soil,0.5,1,2.3,1.1,2.7,31,4
Seed 20,9-Apr,Loam Soil,0.5,1,2.7,1.3,2.6,36,4
Seed 21,9-Apr,Loam Soil,0.5,1,1.9,1.8,3.3,35,4
Seed 22,9-Apr,Loam Soil,0.5,1,2.1,2,2.5,34,4
Seed 23,9-Apr,Loam Soil,0.5,1,1.6,1.5,2.9,40,3
Seed 24,9-Apr,Loam Soil,0.5,1,2.4,1.6,3.1,43,3
Seed 25,9-Apr,Loam Soil,0.5,1,2.6,2.3,3.4,51,3
Seed 26,9-Apr,Loam Soil,0.5,1,1.7,1.9,2.4,54,3
Seed 27,9-Apr,Loam Soil,0.5,1,2,1.2,3.4,40,3
Seed 28,9-Apr,Loam Soil,0.5,1,1.3,2.1,2.9,35,4
Seed 29,9-Apr,Loam Soil,0.5,1,2.5,1.5,2.8,31,3
Seed 30,9-Apr,Loam Soil,0.5,1,1.4,1.1,2.6,35,2
Seed 31,9-Apr,Loam Soil,0.5,1,2.8,1.4,3.3,55,5
Seed 32,9-Apr,Loam Soil,0.5,1,2.2,1.7,3,0,0
Seed 33,9-Apr,Loam Soil,0.5,1,1.8,1.3,2.5,27,3
Seed 34,9-Apr,Loam Soil,0.5,1,2.3,2.1,2.9,36,4
Seed 35,9-Apr,Loam Soil,0.5,1,1.5,1.6,3.2,51,3
Seed 36,9-Apr,Loam Soil,0.5,1,2.7,1.2,3.1,51,3
Seed 37,9-Apr,Loam Soil,0.5,1,1.9,2.2,2.3,44,3
Seed 38,9-Apr,Loam Soil,0.5,1,2.1,1.5,3.4,43,3
Seed 39,9-Apr,Loam Soil,0.5,1,1.6,1.4,3,40,4
Seed 40,9-Apr,Loam Soil,0.5,1,2.2,1.6,2.7,46,3
Seed 41,9-Apr,Loam Soil,0.5,1,1.9,1.7,3.3,41,3
Seed 42,9-Apr,Loam Soil,0.5,1,2.5,1.5,2.6,45,4
Seed 43,9-Apr,Loam Soil,0.5,1,1.6,2.3,2.9,34,4
Seed 44,9-Apr,Loam Soil,0.5,1,2.4,1.8,3.1,37,4
Seed 45,9-Apr,Loam Soil,0.5,1,2.7,1.1,2.8,43,4
Seed 46,9-Apr,Loam Soil,0.5,1,1.8,1.4,3.2,54,3
Seed 47,9-Apr,Loam Soil,0.5,1,2.1,1.2,2.6,51,3
Seed 48,9-Apr,Loam Soil,0.5,1,1.5,2.2,3.3,35,4
Seed 49,9-Apr,Loam Soil,0.5,1,2.3,1.9,2.7,41,4
Seed 50,9-Apr,Loam Soil,0.5,1,2,1.5,3,45,3
Seed 51,9-Apr,Loam Soil,0.5,1,1.7,2,3.4,45,4
Seed 52,9-Apr,Loam Soil,0.5,1,2.6,2.1,2.5,40,4
Seed 53,9-Apr,Loam Soil,0.5,1,1.4,1.3,2.9,38,3
Seed 54,9-Apr,Loam Soil,0.5,1,2.8,1.6,2.6,40,4
Seed 55,9-Apr,Loam Soil,0.5,1,1.3,1.8,2.4,60,3
Seed 56,9-Apr,Loam Soil,0.5,1,2.5,1.7,2.9,55,3
Seed 57,9-Apr,Loam Soil,0.5,1,1.9,2.3,2.8,40,2
Seed 58,9-Apr,Loam Soil,0.5,1,2.2,1.4,3.1,36,3
Seed 59,9-Apr,Loam Soil,0.5,1,1.6,1.2,3.3,35,4
Seed 60,9-Apr,Loam Soil,0.5,1,2.4,1.6,2.5,40,4
Seed 61,9-Apr,Loam Soil,0.5,1,2.7,1.5,2.7,46,3
Seed 62,9-Apr,Loam Soil,0.5,1,1.8,2,3.2,29,4
Seed 63,9-Apr,Loam Soil,0.5,1,2.1,1.1,2.6,35,3
Seed 64,9-Apr,Loam Soil,0.5,1,1.5,1.7,3.4,51,4
Seed 65,9-Apr,Loam Soil,0.5,1,2.3,1.9,2.9,56,4
Seed 66,9-Apr,Organic Soil,0.25,1,2.6,2.2,2.7,28,3
Seed 67,9-Apr,Organic Soil,0.25,1,1.7,1.4,3,0,0
Seed 68,9-Apr,Organic Soil,0.25,1,2,2.1,2.3,27,2
Seed 69,9-Apr,Organic Soil,0.25,1,1.4,1.5,2.8,24,2
Seed 70,9-Apr,Organic Soil,0.25,1,2.8,1.2,2.5,0,0
Seed 71,9-Apr,Organic Soil,0.25,1,2.2,1.8,3.3,23,2
Seed 72,9-Apr,Organic Soil,0.25,1,1.9,1.6,3.1,0,0
Seed 73,9-Apr,Organic Soil,0.25,1,2.5,1.3,2.6,0,0
Seed 74,9-Apr,Organic Soil,0.25,1,1.6,2,3.4,25,2
Seed 75,9-Apr,Organic Soil,0.25,1,2.4,1.7,2.4,0,0
Seed 76,9-Apr,Organic Soil,0.25,1,2.7,1.4,3.1,0,0
Seed 77,9-Apr,Organic Soil,0.25,1,1.8,1.1,2.7,33,2
Seed 78,9-Apr,Organic Soil,0.25,1,2.5,1.8,2.7,0,0
Seed 79,9-Apr,Organic Soil,0.25,1,1.6,1.7,3.3,25,2
Seed 80,9-Apr,Organic Soil,0.25,1,2.2,1.5,2.6,0,0
Seed 81,9-Apr,Organic Soil,0.25,1,1.9,2.3,2.9,0,0
Seed 82,9-Apr,Organic Soil,0.25,1,2.7,1.6,3.1,33,2
Seed 83,9-Apr,Organic Soil,0.25,1,1.8,1.3,2.8,0,0
Seed 84,9-Apr,Organic Soil,0.25,1,2.1,2,3.2,20,2
Seed 85,9-Apr,Organic Soil,0.25,1,1.5,1.4,2.6,0,0
Seed 86,9-Apr,Organic Soil,0.25,1,2.3,1.2,3.4,18,2
Seed 87,9-Apr,Organic Soil,0.25,1,2.6,1.9,2.7,0,0
Seed 88,9-Apr,Organic Soil,0.25,1,1.7,1.5,3,30,2
Seed 89,9-Apr,Organic Soil,0.25,1,2.4,2.2,2.5,0,0
Seed 90,9-Apr,Organic Soil,0.25,1,1.4,1.8,3.2,0,0
Seed 91,9-Apr,Organic Soil,0.25,1,2.8,1.7,2.9,0,0
Seed 92,9-Apr,Organic Soil,0.25,1,2.2,1.6,2.7,23,2
Seed 93,9-Apr,Organic Soil,0.25,1,1.9,1.3,3.3,0,0
Seed 94,9-Apr,Organic Soil,0.25,1,2.5,2.3,2.6,28,2
Seed 95,9-Apr,Organic Soil,0.25,1,1.6,1.2,2.8,0,0
Seed 96,9-Apr,Organic Soil,0.25,1,2.3,2,3.1,0,0
Seed 97,9-Apr,Organic Soil,0.25,1,1.8,1.5,2.6,0,0
Seed 98,9-Apr,Organic Soil,0.25,1,2.1,1.9,3.4,0,0
Seed 99,9-Apr,Organic Soil,0.25,1,1.5,1.6,2.5,33,2
Seed 100,9-Apr,Organic Soil,0.25,1,2.4,1.4,3,0,0
Seed 101,9-Apr,Organic Soil,0.25,1,2.7,1.1,2.7,30,2
Seed 102,9-Apr,Organic Soil,0.25,1,1.7,2.2,3.2,0,0
Seed 103,9-Apr,Organic Soil,0.25,1,2,1.7,2.9,0,0
Seed 104,9-Apr,Organic Soil,0.25,1,1.4,1.5,3.1,30,2
Seed 105,9-Apr,Organic Soil,0.25,1,2.8,2.3,2.6,0,0
Seed 106,9-Apr,Organic Soil,0.25,1,2.2,1.8,2.7,0,0
Seed 107,9-Apr,Organic Soil,0.25,1,1.9,1.6,3.3,25,2
Seed 108,9-Apr,Organic Soil,0.25,1,2.5,1.3,2.8,0,0
Seed 109,9-Apr,Organic Soil,0.25,1,1.6,2,3.4,0,0
Seed 110,9-Apr,Organic Soil,0.25,1,2.3,1.7,2.4,31,2
Seed 111,9-Apr,Organic Soil,0.25,1,1.8,1.2,3.1,0,0
Seed 112,9-Apr,Organic Soil,0.25,1,2.1,2.2,2.9,0,0
Seed 113,9-Apr,Organic Soil,0.25,1,1.5,1.9,2.7,28,2
Seed 114,9-Apr,Organic Soil,0.25,1,2.4,1.6,3.2,0,0
Seed 115,9-Apr,Organic Soil,0.25,1,2.7,1.5,3,0,0
Seed 116,9-Apr,Organic Soil,0.25,1,1.7,1.4,2.5,26,2
Seed 117,9-Apr,Organic Soil,0.25,1,2.2,1.3,3.1,0,0
Seed 118,9-Apr,Organic Soil,0.25,1,1.9,1.5,2.9,0,0
Seed 119,9-Apr,Organic Soil,0.25,1,2.5,1.6,3.2,28,2
Seed 120,9-Apr,Organic Soil,0.25,1,1.6,2,2.7,0,0
Seed 121,9-Apr,Organic Soil,0.25,1,2.3,1.7,3.3,18,2
Seed 122,9-Apr,Organic Soil,0.25,1,1.8,1.4,2.8,0,0
Seed 123,9-Apr,Organic Soil,0.25,1,2.1,2.2,3.1,0,0
Seed 124,9-Apr,Organic Soil,0.25,1,1.5,1.9,2.6,27,2
Seed 125,9-Apr,Organic Soil,0.25,1,2.4,1.5,3.4,0,0
Seed 126,9-Apr,Organic Soil,0.25,1,2.7,1.8,2.9,0,0
Seed 127,9-Apr,Organic Soil,0.25,1,1.7,1.6,2.5,0,0
Seed 128,9-Apr,Organic Soil,0.25,1,2,1.3,3.2,0,0
Seed 129,9-Apr,Organic Soil,0.25,1,2.6,2.3,2.7,29,2
Seed 130,9-Apr,Organic Soil,0.25,1,1.4,1.7,3.3,24,2
Seed 1,10-Apr,Loam Soil,0,1,2.4,1.9,3,39,3
Seed 2,10-Apr,Loam Soil,0,1,2.1,1.7,2.7,41,4
Seed 3,10-Apr,Loam Soil,0,1,2.8,1.4,3.3,40,4
Seed 4,10-Apr,Loam Soil,0,1,2.5,1.8,3.2,36,3
Seed 5,10-Apr,Loam Soil,0,1,2.2,1.6,3,50,4
Seed 6,10-Apr,Loam Soil,0,1,2.6,1.5,2.9,46,3
Seed 7,10-Apr,Loam Soil,0,1,2.3,1.9,3.3,35,3
Seed 8,10-Apr,Loam Soil,0,1,2,1.7,3.5,36,4
Seed 9,10-Apr,Loam Soil,0,1,2.7,1.4,3,41,2
Seed 10,10-Apr,Loam Soil,0,1,2.4,1.6,2.7,41,3
Seed 11,10-Apr,Loam Soil,0,1,2.1,1.8,3.4,36,3
Seed 12,10-Apr,Loam Soil,0,1,2.8,1.5,3.1,31,4
Seed 13,10-Apr,Loam Soil,0,1,2.5,1.9,2.8,35,3
Seed 14,10-Apr,Loam Soil,0,1,2.4,1.6,3.1,40,3
Seed 15,10-Apr,Loam Soil,0,1,2.1,1.8,2.8,51,4
